First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Tripp;Steed;Tripp Steed;Tripp.Steed@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;16/01/2023;15/02/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;19/03/2023;22/01/2023
Goran;Kwietek;Goran Kwietek;Goran.Kwietek@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;17/01/2023;16/02/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;20/03/2023;23/01/2023
Langsdon;Tranfield;Langsdon Tranfield;Langsdon.Tranfield@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;18/01/2023;17/02/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;21/03/2023;24/01/2023
Ethyl;Runham;Ethyl Runham;Ethyl.Runham@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;19/01/2023;18/02/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;22/03/2023;25/01/2023
Odille;Panketh;Odille Panketh;Odille.Panketh@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;20/01/2023;19/02/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;23/03/2023;26/01/2023
Maribeth;Pristnor;Maribeth Pristnor;Maribeth.Pristnor@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;21/01/2023;20/02/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;24/03/2023;27/01/2023
Glyn;;Glyn ;Glyn.@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;22/01/2023;21/02/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;25/03/2023;28/01/2023
Pris;Stallebrass;Pris Stallebrass;Pris.Stallebrass@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;23/01/2023;22/02/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;26/03/2023;29/01/2023
Kayle;Mingaud;Kayle Mingaud;Kayle.Mingaud@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;24/01/2023;23/02/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;27/03/2023;30/01/2023
Cody;Blabey;Cody Blabey;Cody.Blabey@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;25/01/2023;24/02/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;28/03/2023;31/01/2023
Sascha;St. Quintin;Sascha St. Quintin;Sascha.St. Quintin@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;26/01/2023;25/02/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;29/03/2023;01/02/2023
Cele;Evason;Cele Evason;Cele.Evason@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;27/01/2023;26/02/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;30/03/2023;02/02/2023
Shena;Parren;Shena Parren;Shena.Parren@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;28/01/2023;27/02/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;31/03/2023;03/02/2023
Gage;Nickless;Gage Nickless;Gage.Nickless@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;29/01/2023;28/02/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;01/04/2023;04/02/2023
Sunny;Swindells;Sunny Swindells;Sunny.Swindells@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;30/01/2023;01/03/2023;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;02/04/2023;05/02/2023
Alberik;Mereweather;Alberik Mereweather;Alberik.Mereweather@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;31/01/2023;02/03/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;03/04/2023;06/02/2023
Scottie;Swiffen;Scottie Swiffen;Scottie.Swiffen@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;02/01/2023;01/02/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;04/04/2023;07/02/2023
Nance;Suttling;Nance Suttling;Nance.Suttling@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;02/02/2023;04/03/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;High;05/04/2023;08/02/2023
Prentice;Pearmain;Prentice Pearmain;Prentice.Pearmain@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;02/03/2023;01/04/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;06/04/2023;09/02/2023
Willey;Chastanet;Willey Chastanet;Willey.Chastanet@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;02/04/2023;02/05/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;07/04/2023;10/02/2023
Sloan;Wagg;Sloan Wagg;Sloan.Wagg@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;02/05/2023;01/06/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;08/04/2023;11/02/2023
Myles;Pauncefort;Myles Pauncefort;Myles.Pauncefort@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;02/06/2023;02/07/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;09/04/2023;12/02/2023
Colver;Itter;Colver Itter;Colver.Itter@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;02/07/2023;01/08/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;10/04/2023;13/02/2023
Almeta;Kalinsky;Almeta Kalinsky;Almeta.Kalinsky@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;02/08/2023;01/09/2023;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;11/04/2023;14/02/2023
Kath;Cunney;Kath Cunney;Kath.Cunney@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;02/09/2023;02/10/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;12/04/2023;15/02/2023
Darrelle;Antoniewski;Darrelle Antoniewski;Darrelle.Antoniewski@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;02/10/2023;01/11/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;13/04/2023;16/02/2023
Norman;Cliff;Norman Cliff;Norman.Cliff@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;02/11/2023;02/12/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;14/04/2023;17/02/2023
Merrili;Whitear;Merrili Whitear;Merrili.Whitear@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;02/12/2023;01/01/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;15/04/2023;18/02/2023
Isidro;Cypler;Isidro Cypler;Isidro.Cypler@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;13/02/2023;15/03/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;16/04/2023;19/02/2023
Weidar;Silkstone;Weidar Silkstone;Weidar.Silkstone@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;14/02/2023;16/03/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;17/04/2023;20/02/2023
Raddy;Delete;Raddy Delete;Raddy.Delete@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;15/02/2023;17/03/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;18/04/2023;21/02/2023
Jana;Renyard;Jana Renyard;Jana.Renyard@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;16/02/2023;18/03/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;19/04/2023;22/02/2023
Celesta;Willavoys;Celesta Willavoys;Celesta.Willavoys@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;17/02/2023;19/03/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;20/04/2023;23/02/2023
Eldridge;Fiddeman;Eldridge Fiddeman;Eldridge.Fiddeman@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;18/02/2023;20/03/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;21/04/2023;24/02/2023
Merna;McCulloch;Merna McCulloch;Merna.McCulloch@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;19/02/2023;21/03/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;22/04/2023;25/02/2023
Rosalia;Sigart;Rosalia Sigart;Rosalia.Sigart@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;20/02/2023;22/03/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;23/04/2023;26/02/2023
Mel;Bennet;Mel Bennet;Mel.Bennet@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;21/02/2023;23/03/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;24/04/2023;27/02/2023
Vaughn;Artin;Vaughn Artin;Vaughn.Artin@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;22/02/2023;24/03/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;25/04/2023;28/02/2023
Onofredo;Franc;Onofredo Franc;Onofredo.Franc@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;23/02/2023;25/03/2023;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;26/04/2023;01/03/2023
Gar;;Gar ;Gar.@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;24/02/2023;26/03/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;27/04/2023;02/03/2023
Morrie;Flaxon;Morrie Flaxon;Morrie.Flaxon@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;25/02/2023;27/03/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;28/04/2023;03/03/2023
Townsend;Trobe;Townsend Trobe;Townsend.Trobe@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Instagram;26/02/2023;28/03/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;29/04/2023;04/03/2023
Bentley;Fortesquieu;Bentley Fortesquieu;Bentley.Fortesquieu@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;27/02/2023;29/03/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;30/04/2023;05/03/2023
Kendall;Figg;Kendall Figg;Kendall.Figg@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;28/02/2023;30/03/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;01/05/2023;06/03/2023
Jory;Barrabeale;Jory Barrabeale;Jory.Barrabeale@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;03/01/2023;02/02/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;02/05/2023;07/03/2023
Filippo;Ferrara;Filippo Ferrara;Filippo.Ferrara@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;03/02/2023;05/03/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;03/05/2023;08/03/2023
Ricoriki;Matlock;Ricoriki Matlock;Ricoriki.Matlock@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;03/03/2023;02/04/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;04/05/2023;09/03/2023
Rea;Pattrick;Rea Pattrick;Rea.Pattrick@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;03/04/2023;03/05/2023;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;05/05/2023;10/03/2023
Jaquith;Maffey;Jaquith Maffey;Jaquith.Maffey@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;03/05/2023;02/06/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;06/05/2023;11/03/2023
Drucy;Kausche;Drucy Kausche;Drucy.Kausche@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;03/06/2023;03/07/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;07/05/2023;12/03/2023
Bradly;Crosse;Bradly Crosse;Bradly.Crosse@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;03/07/2023;02/08/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;08/05/2023;13/03/2023
Donnie;Brimson;Donnie Brimson;Donnie.Brimson@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;03/08/2023;02/09/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;09/05/2023;14/03/2023
Stephana;Cardew;Stephana Cardew;Stephana.Cardew@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;03/09/2023;03/10/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;10/05/2023;15/03/2023
Lorilyn;Walshe;Lorilyn Walshe;Lorilyn.Walshe@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;03/10/2023;02/11/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;11/05/2023;16/03/2023
Faydra;Dulieu;Faydra Dulieu;Faydra.Dulieu@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;03/11/2023;03/12/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;12/05/2023;17/03/2023
Orran;Bogges;Orran Bogges;Orran.Bogges@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;03/12/2023;02/01/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;13/05/2023;18/03/2023
Shayla;Rimmington;Shayla Rimmington;Shayla.Rimmington@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;13/03/2023;12/04/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;14/05/2023;19/03/2023
Chad;Houtby;Chad Houtby;Chad.Houtby@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;14/03/2023;13/04/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;15/05/2023;20/03/2023
Hamlin;Odams;Hamlin Odams;Hamlin.Odams@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;15/03/2023;14/04/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;16/05/2023;21/03/2023
Arin;Matskevich;Arin Matskevich;Arin.Matskevich@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;16/03/2023;15/04/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;17/05/2023;22/03/2023
Wake;Durning;Wake Durning;Wake.Durning@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;17/03/2023;16/04/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;18/05/2023;23/03/2023
Tadd;Bloss;Tadd Bloss;Tadd.Bloss@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;18/03/2023;17/04/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;19/05/2023;24/03/2023
Port;Acuna;Port Acuna;Port.Acuna@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;19/03/2023;18/04/2023;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;20/05/2023;25/03/2023
Kessia;Helder;Kessia Helder;Kessia.Helder@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;20/03/2023;19/04/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;21/05/2023;26/03/2023
Aarika;Van Vuuren;Aarika Van Vuuren;Aarika.Van Vuuren@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;21/03/2023;20/04/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;22/05/2023;27/03/2023
Aldon;Roelofs;Aldon Roelofs;Aldon.Roelofs@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;22/03/2023;21/04/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;23/05/2023;28/03/2023
Elston;Oleszczak;Elston Oleszczak;Elston.Oleszczak@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;23/03/2023;22/04/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;24/05/2023;29/03/2023
Nathalie;Tideswell;Nathalie Tideswell;Nathalie.Tideswell@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;24/03/2023;23/04/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;25/05/2023;30/03/2023
Reggie;Broggetti;Reggie Broggetti;Reggie.Broggetti@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;25/03/2023;24/04/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;26/05/2023;31/03/2023
Alfy;Bruhnke;Alfy Bruhnke;Alfy.Bruhnke@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;26/03/2023;25/04/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;27/05/2023;01/04/2023
Jammal;Gever;Jammal Gever;Jammal.Gever@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;27/03/2023;26/04/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;28/05/2023;02/04/2023
Halli;Davidoff;Halli Davidoff;Halli.Davidoff@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;28/03/2023;27/04/2023;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;29/05/2023;03/04/2023
Hilton;Carney;Hilton Carney;Hilton.Carney@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;29/03/2023;28/04/2023;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;30/05/2023;04/04/2023
Ebba;Hanselmann;Ebba Hanselmann;Ebba.Hanselmann@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;30/03/2023;29/04/2023;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;31/05/2023;05/04/2023
Catie;Tosspell;Catie Tosspell;Catie.Tosspell@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;31/03/2023;30/04/2023;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;01/06/2023;06/04/2023
Templeton;Hambrook;Templeton Hambrook;Templeton.Hambrook@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;04/01/2023;03/02/2023;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;02/06/2023;07/04/2023
Angelo;Clayal;Angelo Clayal;Angelo.Clayal@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;04/02/2023;06/03/2023;Kim Johson;30 000,00;20%;6000;Won;Contract;High;03/06/2023;08/04/2023
Ondrea;Pablos;Ondrea Pablos;Ondrea.Pablos@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;04/03/2023;03/04/2023;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;04/06/2023;09/04/2023
Matthieu;Bertelmot;Matthieu Bertelmot;Matthieu.Bertelmot@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;04/04/2023;04/05/2023;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;05/06/2023;10/04/2023
Esteban;Sewill;Esteban Sewill;Esteban.Sewill@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;04/05/2023;03/06/2023;Caroline Lewis;500;5%;25;Won;Payment;Medium;06/06/2023;11/04/2023
Trisha;Neasham;Trisha Neasham;Trisha.Neasham@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;04/06/2023;04/07/2023;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;07/06/2023;12/04/2023
Pavla;Braunle;Pavla Braunle;Pavla.Braunle@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;04/07/2023;03/08/2023;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;08/06/2023;13/04/2023
Lydon;Dahlman;Lydon Dahlman;Lydon.Dahlman@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;04/08/2023;03/09/2023;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;09/06/2023;14/04/2023
Dannie;Hissie;Dannie Hissie;Dannie.Hissie@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;04/09/2023;04/10/2023;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;10/06/2023;15/04/2023
Nappie;Paolo;Nappie Paolo;Nappie.Paolo@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;04/10/2023;03/11/2023;Noah Harris;500;30%;150;Open;Opportunity;Medium;11/06/2023;16/04/2023
Crosby;Walcot;Crosby Walcot;Crosby.Walcot@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;04/11/2023;04/12/2023;Noah Harris;14 000,00;12%;1680;Open;Solution;High;12/06/2023;17/04/2023
Mireielle;Jeppe;Mireielle Jeppe;Mireielle.Jeppe@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;04/12/2023;03/01/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;13/06/2023;18/04/2023
Pincas;Ather;Pincas Ather;Pincas.Ather@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;13/04/2023;13/05/2023;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;14/06/2023;19/04/2023
Audry;Seine;Audry Seine;Audry.Seine@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;14/04/2023;14/05/2023;John Smith;5 000,00;30%;1500;Won;Contract;Low;15/06/2023;20/04/2023
Umberto;Torricella;Umberto Torricella;Umberto.Torricella@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;15/04/2023;15/05/2023;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;16/06/2023;21/04/2023
Hayley;Girardengo;Hayley Girardengo;Hayley.Girardengo@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;16/04/2023;16/05/2023;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;17/06/2023;22/04/2023
Christopher;Heining;Christopher Heining;Christopher.Heining@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;17/04/2023;17/05/2023;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;18/06/2023;23/04/2023
Goldi;Osler;Goldi Osler;Goldi.Osler@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;18/04/2023;18/05/2023;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;19/06/2023;24/04/2023
Foss;Hardes;Foss Hardes;Foss.Hardes@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;19/04/2023;19/05/2023;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;20/06/2023;25/04/2023
Ursala;Ferrai;Ursala Ferrai;Ursala.Ferrai@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;20/04/2023;20/05/2023;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;21/06/2023;26/04/2023
